user_id,date,risk_score,prediction,dominant_emotion,emotion_score,screen_time,unlocks,sleep_hours,steps_last_24h,habit_id,category,difficulty,time_min,dopamine_level,recommended_for_state,indoor,required_device,popularity_prior,label
12,58:27.7,0.222953234,0,Joy,-0.8,197,160,9.9,801,300,spiritual,1,5,high,"['low_mood', 'stress', 'anxious']",TRUE,none,0.7,1
13,58:27.7,0.662011221,1,Annoyance,0.6,87,207,3,5802,214,mental,1,1,low,['overwhelmed'],TRUE,none,0.5,1
14,58:27.7,0.597215678,1,Fear,0.7,353,229,8.9,3544,291,physical,2,20,low,"['high_screen_time', 'stress', 'tired']",TRUE,none,0.5,1
15,58:27.7,0.368831834,0,Approval,-0.8,295,270,3.6,3127,289,mental,4,45,low,"['focus_mode', 'anxious']",TRUE,none,0.3,0
16,58:27.7,0.124411242,0,Optimism,-0.7,91,30,8.4,5335,210,spiritual,1,3,medium,"['stress', 'tired', 'night_routine']",TRUE,none,0.7,1
17,58:27.7,0.584959692,1,Anger,0.8,118,187,9.5,2994,175,physical,1,1,low,"['high_screen_time', 'focus_mode', 'tired']",TRUE,none,0.7,1
18,58:27.7,0.367211298,0,Optimism,-0.7,445,80,4,1183,21,physical,2,5,medium,"['tired', 'focus_mode']",TRUE,none,0.8,1
19,58:27.7,0.553690405,1,Sadness,0.9,105,103,9.7,20000,160,physical,1,3,low,"['night_routine', 'morning_energy']",TRUE,none,0.6,1
20,58:27.7,0.738625725,1,Sadness,0.9,434,216,6.1,1260,285,spiritual,3,3,low,"['low_mood', 'stress', 'overwhelmed']",TRUE,none,0.3,0
21,58:27.7,0.254805137,0,Admiration,-0.8,394,82,5.4,10039,280,physical,1,10,high,"['low_mood', 'stress']",TRUE,phone,0.8,0
22,58:27.7,0.426380636,0,Neutral,0,414,164,8.6,1030,116,spiritual,3,15,low,"['low_mood', 'anxious', 'overwhelmed', 'night_routine']",TRUE,none,0.3,0
23,58:27.7,0.376538128,0,Confusion,0.2,38,267,9,20000,250,physical,3,15,low,"['high_screen_time', 'stress']",TRUE,none,0.4,1
24,58:27.7,0.701528413,1,Remorse,0.9,544,237,8.9,1010,124,mental,1,2,low,"['angry', 'stress']",TRUE,none,0.5,0
25,58:27.7,0.299906688,0,Pride,-0.6,398,184,7.4,1830,284,spiritual,4,60,medium,['low_mood'],FALSE,none,0.05,0
26,58:27.7,0.329533401,0,Approval,-0.8,338,226,5.1,590,248,physical,3,10,medium,"['morning_energy', 'tired']",TRUE,none,0.4,1
27,58:27.7,0.272833137,0,Optimism,-0.7,199,45,4.9,1754,147,spiritual,1,10,high,"['low_mood', 'morning_energy']",TRUE,phone,0.9,1
28,58:27.7,0.494733382,0,Neutral,0,176,221,4.6,3975,29,spiritual,1,30,medium,"['low_mood', 'focus_mode']",TRUE,phone,0.7,0
29,58:27.7,0.433987558,0,Excitement,-0.6,547,159,4,2192,172,physical,2,5,medium,"['morning_energy', 'tired']",TRUE,none,0.5,1
30,58:27.7,0.291007664,0,Pride,-0.6,109,283,5.7,9922,36,physical,2,1,low,"['focus_mode', 'tired']",TRUE,none,0.5,1
31,58:27.7,0.221903229,0,Amusement,-0.8,481,124,9,3059,165,spiritual,2,20,medium,"['stress', 'night_routine', 'tired']",TRUE,none,0.4,1
32,58:27.7,0.720392664,1,Remorse,0.9,495,212,10,4433,109,mental,2,3,low,"['stress', 'anxious']",TRUE,none,0.4,0
33,58:27.7,0.440118347,0,Surprise,0.1,584,15,7.9,3028,215,mental,3,15,low,"['overwhelmed', 'focus_mode', 'anxious']",TRUE,laptop,0.2,1
34,58:27.7,0.777443366,1,Remorse,0.9,441,134,4.1,1597,281,spiritual,4,30,low,"['night_routine', 'high_screen_time']",TRUE,none,0.3,0
35,58:27.7,0.640327807,1,Anger,0.8,591,207,7.7,18901,279,physical,2,15,medium,"['stress', 'high_screen_time', 'focus_mode']",TRUE,none,0.6,1
36,58:27.7,0.516323307,1,Neutral,0,324,216,4.9,4120,158,physical,3,30,low,"['stress', 'morning_energy', 'night_routine']",TRUE,none,0.4,0
37,58:27.7,0.119052154,0,Joy,-0.8,159,12,8,2755,34,mental,3,15,low,['focus_mode'],TRUE,laptop,0.4,0
38,58:27.7,0.489626584,0,Curiosity,0.1,194,75,4.7,961,249,physical,1,2,low,['night_routine'],TRUE,none,0.6,1
39,58:27.7,0.569153498,1,Neutral,0,479,217,4.1,5776,29,spiritual,1,30,medium,"['low_mood', 'focus_mode']",TRUE,phone,0.7,0
40,58:27.7,0.307385429,0,Admiration,-0.8,536,287,7.4,2492,297,spiritual,2,20,low,"['night_routine', 'high_screen_time']",TRUE,none,0.6,1
41,58:27.7,0.363352638,0,Surprise,0.1,98,122,7.8,4917,33,mental,1,5,high,['focus_mode'],TRUE,phone,0.9,1
42,58:27.7,0.774072056,1,Disgust,0.8,585,148,4.3,2972,157,physical,1,2,medium,"['tired', 'focus_mode']",TRUE,none,0.7,1
43,58:27.7,0.702611429,1,Grief,0.9,529,173,6.6,8663,149,spiritual,3,10,low,"['low_mood', 'anxious', 'overwhelmed']",TRUE,none,0.2,1
44,58:27.7,0.488304554,0,Nervousness,0.6,164,177,9.2,13459,96,physical,1,3,medium,['tired'],TRUE,none,0.9,1
45,58:27.7,0.421727957,0,Neutral,0,531,44,7.8,2277,164,spiritual,1,1,high,"['low_mood', 'stress', 'anxious']",TRUE,none,0.7,0
46,58:27.7,0.26219055,0,Relief,-0.5,374,52,7.7,3863,152,mental,1,5,medium,"['overwhelmed', 'low_mood']",TRUE,none,0.8,1
47,58:27.7,0.231992012,0,Relief,-0.5,83,178,8.1,1041,197,mental,2,10,medium,"['overwhelmed', 'anxious', 'night_routine']",TRUE,none,0.6,1
48,58:27.7,0.758364382,1,Disappointment,0.9,361,280,5.5,1759,163,spiritual,2,30,medium,"['stress', 'overwhelmed', 'low_mood']",TRUE,none,0.5,1
49,58:27.7,0.570253022,1,Confusion,0.2,449,51,4.4,1786,119,spiritual,3,2,high,['low_mood'],FALSE,none,0.3,0
50,58:27.7,0.213728959,0,Amusement,-0.8,342,196,8.1,2608,72,spiritual,1,1,medium,"['low_mood', 'morning_energy']",TRUE,phone,0.7,1
51,58:27.7,0.350918284,0,Neutral,0,167,94,8.7,1112,146,spiritual,2,2,low,"['stress', 'anxious']",TRUE,none,0.5,1
52,58:27.7,0.535905767,1,Annoyance,0.6,384,13,9.3,2319,225,spiritual,1,1,low,"['high_screen_time', 'night_routine']",TRUE,phone,0.7,1
53,58:27.7,0.283417538,0,Joy,-0.8,531,294,8.6,2114,207,spiritual,3,2,low,"['low_mood', 'anxious', 'angry']",TRUE,none,0.3,1
54,58:27.7,0.616527933,1,Nervousness,0.6,254,271,5.4,20000,235,physical,3,15,low,['morning_energy'],TRUE,none,0.3,1
55,58:27.7,0.238394625,0,Gratitude,-0.8,128,218,6.3,1631,75,spiritual,3,60,low,"['night_routine', 'high_screen_time', 'anxious']",TRUE,none,0.3,0
56,58:27.7,0.566765216,1,Embarrassment,0.7,336,264,8.5,16813,148,spiritual,1,5,low,"['stress', 'anxious', 'overwhelmed', 'night_routine']",TRUE,phone,0.7,1
57,58:27.7,0.482784985,0,Neutral,0,420,203,6.8,1453,110,mental,3,5,low,['angry'],TRUE,none,0.3,1
58,58:27.7,0.37127614,0,Neutral,0,120,90,6.9,3739,291,physical,2,20,low,"['high_screen_time', 'stress', 'tired']",TRUE,none,0.5,1
59,58:27.7,0.601170989,1,Fear,0.7,403,102,9.6,3594,47,mental,1,1,low,"['stress', 'focus_mode']",TRUE,none,0.6,1
60,58:27.7,0.387192131,0,Neutral,0,233,148,9.7,8771,151,mental,3,20,low,"['focus_mode', 'night_routine', 'high_screen_time']",TRUE,none,0.6,1
61,58:27.7,0.534683902,1,Fear,0.7,146,227,8.3,7768,30,spiritual,4,15,low,"['low_mood', 'overwhelmed', 'anxious']",TRUE,none,0.1,0
62,58:27.7,0.560108654,1,Remorse,0.9,95,253,8.7,15289,134,spiritual,3,15,medium,['low_mood'],TRUE,phone,0.6,1
63,58:27.7,0.251494858,0,Joy,-0.8,160,112,4.9,3645,109,mental,2,3,low,"['stress', 'anxious']",TRUE,none,0.4,0
64,58:27.7,0.198377948,0,Admiration,-0.8,415,41,7.2,7330,169,mental,1,2,high,"['focus_mode', 'low_mood']",TRUE,none,0.7,1
65,58:27.7,0.440931454,0,Confusion,0.2,121,60,6.3,1617,61,mental,3,10,low,"['overwhelmed', 'focus_mode']",TRUE,none,0.5,1
66,58:27.7,0.334806144,0,Joy,-0.8,106,247,3.3,1636,182,mental,2,10,medium,"['overwhelmed', 'focus_mode']",TRUE,laptop,0.4,1
67,58:27.7,0.405328865,0,Confusion,0.2,281,49,9.2,5797,71,spiritual,1,1,low,"['stress', 'anxious', 'overwhelmed']",TRUE,phone,0.8,0
68,58:27.7,0.552829048,1,Surprise,0.1,349,266,5.1,4747,175,physical,1,1,low,"['high_screen_time', 'focus_mode', 'tired']",TRUE,none,0.7,1
69,58:27.7,0.386884321,0,Curiosity,0.1,83,232,9.5,10476,66,physical,2,1,medium,"['tired', 'morning_energy']",TRUE,none,0.5,1
70,58:27.7,0.368641594,0,Surprise,0.1,174,15,7.5,2815,141,physical,1,3,medium,"['morning_energy', 'overwhelmed']",TRUE,none,0.8,1
71,58:27.7,0.18399477,0,Pride,-0.6,115,104,8.7,3298,65,mental,4,30,low,['focus_mode'],TRUE,laptop,0.2,0
72,58:27.7,0.521707549,1,Confusion,0.2,170,281,6.2,1000,156,physical,1,2,medium,"['tired', 'stress', 'high_screen_time']",TRUE,none,0.8,1
73,58:27.7,0.441143725,0,Neutral,0,74,155,4.3,9485,39,physical,3,15,medium,"['morning_energy', 'low_mood', 'stress']",FALSE,none,0.3,0
74,58:27.7,0.186902671,0,Gratitude,-0.8,146,238,9.1,2758,233,physical,1,2,medium,"['tired', 'focus_mode']",TRUE,none,0.9,1
75,58:27.7,0.397190491,0,Neutral,0,176,240,8.5,637,142,physical,3,10,high,"['tired', 'morning_energy', 'stress']",TRUE,none,0.4,0
76,58:27.7,0.493399866,0,Disappointment,0.9,50,58,8.3,13603,75,spiritual,3,60,low,"['night_routine', 'high_screen_time', 'anxious']",TRUE,none,0.3,0
77,58:27.7,0.375249988,0,Love,-0.8,565,260,4.5,9289,100,physical,3,1,low,"['night_routine', 'anxious', 'tired']",TRUE,none,0.4,0
78,58:27.7,0.414979163,0,Surprise,0.1,187,67,6.7,2756,233,physical,1,2,medium,"['tired', 'focus_mode']",TRUE,none,0.9,1
79,58:27.7,0.344982591,0,Caring,-0.8,505,208,5.3,3253,237,spiritual,2,5,low,"['night_routine', 'low_mood']",TRUE,none,0.4,1
80,58:27.7,0.137497967,0,Amusement,-0.8,77,179,7.3,19190,48,mental,3,30,low,"['focus_mode', 'high_screen_time']",TRUE,none,0.4,1
81,58:27.7,0.701206054,1,Sadness,0.9,448,236,6.7,8243,161,spiritual,1,3,low,"['stress', 'anxious']",TRUE,phone,0.7,1
82,58:27.7,0.246767936,0,Joy,-0.8,139,37,4.2,3558,278,physical,4,45,medium,"['stress', 'morning_energy']",FALSE,none,0.2,0
83,58:27.7,0.637734223,1,Disapproval,0.7,600,98,7.4,1969,168,mental,1,2,low,"['stress', 'overwhelmed']",TRUE,none,0.5,1
84,58:27.7,0.796364063,1,Grief,0.9,558,101,3.3,7228,192,spiritual,2,2,low,['low_mood'],TRUE,none,0.5,1
85,58:27.7,0.34988404,0,Optimism,-0.7,333,82,3.5,3303,115,physical,1,1,low,"['morning_energy', 'night_routine']",TRUE,phone,0.9,1
86,58:27.7,0.396656671,0,Admiration,-0.8,511,270,4.3,2866,181,mental,2,5,low,"['stress', 'overwhelmed', 'low_mood']",TRUE,none,0.5,0
87,58:27.7,0.267899492,0,Love,-0.8,596,89,7.1,2737,153,mental,2,5,medium,['focus_mode'],TRUE,phone,0.5,1
88,58:27.7,0.513311813,1,Disappointment,0.9,166,38,8.3,20000,63,mental,2,2,medium,"['stress', 'angry']",TRUE,none,0.3,0
89,58:27.7,0.586864922,1,Disappointment,0.9,106,244,8.5,6159,278,physical,4,45,medium,"['stress', 'morning_energy']",FALSE,none,0.2,0
90,58:27.7,0.731050218,1,Remorse,0.9,299,160,4.9,1074,273,mental,2,3,low,"['anxious', 'angry']",TRUE,none,0.4,1
91,58:27.7,0.561074604,1,Annoyance,0.6,114,66,5.7,1470,272,mental,3,15,low,"['high_screen_time', 'overwhelmed']",TRUE,laptop,0.3,0
92,58:27.7,0.388592095,0,Desire,-0.6,497,155,4.6,6120,243,mental,1,1,high,"['angry', 'stress']",TRUE,none,0.3,0
93,58:27.7,0.543987618,1,Neutral,0,271,142,3.3,812,129,physical,4,1,low,['morning_energy'],TRUE,none,0.3,1
94,58:27.7,0.270980473,0,Relief,-0.5,93,156,6.5,4267,49,mental,3,10,low,"['anxious', 'stress', 'overwhelmed']",TRUE,none,0.2,0
95,58:27.7,0.460031308,0,Neutral,0,269,238,6.8,1306,256,mental,2,15,low,"['high_screen_time', 'morning_energy']",TRUE,none,0.5,1
96,58:27.7,0.421754239,0,Curiosity,0.1,124,205,9.5,1617,84,physical,3,20,medium,"['morning_energy', 'tired']",TRUE,none,0.4,1
97,58:27.7,0.224320433,0,Optimism,-0.7,427,93,8,3477,57,spiritual,2,5,medium,"['low_mood', 'overwhelmed']",TRUE,none,0.4,0
98,58:27.7,0.516474017,1,Fear,0.7,78,59,9.5,2303,14,spiritual,1,10,medium,"['low_mood', 'anxious', 'overwhelmed']",FALSE,none,0.4,1
99,58:27.7,0.378182426,0,Amusement,-0.8,482,273,5,609,108,mental,2,5,medium,"['focus_mode', 'tired']",TRUE,phone,0.6,1
100,58:27.7,0.534252244,1,Nervousness,0.6,174,222,8.1,2549,118,spiritual,3,15,low,"['stress', 'anxious']",TRUE,none,0.2,0
101,58:27.7,0.480887754,0,Confusion,0.2,427,118,7.2,5368,103,spiritual,3,15,low,"['low_mood', 'anxious', 'overwhelmed']",TRUE,none,0.2,0
102,58:27.7,0.310526966,0,Desire,-0.6,332,42,5.1,4317,117,spiritual,4,1,low,"['overwhelmed', 'stress']",TRUE,none,0.2,1
103,58:27.7,0.530321952,1,Curiosity,0.1,457,111,4.5,9981,217,physical,2,15,medium,['tired'],TRUE,none,0.5,0
104,58:27.7,0.253350973,0,Amusement,-0.8,46,183,5,1120,147,spiritual,1,10,high,"['low_mood', 'morning_energy']",TRUE,phone,0.9,1
105,58:27.7,0.587927341,1,Embarrassment,0.7,110,246,9.9,4949,117,spiritual,4,1,low,"['overwhelmed', 'stress']",TRUE,none,0.2,0
106,58:27.7,0.55033619,1,Curiosity,0.1,213,136,3.2,2657,172,physical,2,5,medium,"['morning_energy', 'tired']",TRUE,none,0.5,0
107,58:27.7,0.698608797,1,Sadness,0.9,496,231,9.3,2466,89,spiritual,2,10,medium,"['stress', 'anxious', 'focus_mode']",TRUE,phone,0.6,0
108,58:27.7,0.253206553,0,Desire,-0.6,312,204,8.4,4240,4,mental,3,25,medium,"['focus_mode', 'overwhelmed']",TRUE,phone,0.6,0
109,58:27.7,0.634440699,1,Grief,0.9,100,200,6.8,1846,40,physical,2,10,low,"['night_routine', 'stress', 'anxious']",TRUE,none,0.4,1
110,58:27.7,0.215786442,0,Relief,-0.5,119,103,9,1666,127,physical,1,2,medium,"['tired', 'focus_mode']",TRUE,none,0.9,1
111,58:27.7,0.402294543,0,Approval,-0.8,394,268,3.4,1513,107,mental,1,1,medium,"['focus_mode', 'overwhelmed', 'high_screen_time']",TRUE,phone,0.7,1
112,58:27.7,0.590994592,1,Anger,0.8,232,53,6.8,3153,211,mental,4,10,low,"['stress', 'anxious', 'angry']",TRUE,none,0.1,1
113,58:27.7,0.684275856,1,Sadness,0.9,260,67,5,3174,200,mental,1,1,high,['angry'],TRUE,none,0.4,1
114,58:27.7,0.681574206,1,Anger,0.8,35,104,3.1,2111,101,spiritual,1,1,low,"['low_mood', 'angry']",TRUE,none,0.5,1
115,58:27.7,0.447518711,0,Surprise,0.1,386,151,7.3,6767,66,physical,2,1,medium,"['tired', 'morning_energy']",TRUE,none,0.5,1
116,58:27.7,0.286330984,0,Approval,-0.8,478,284,7.6,2616,193,spiritual,2,10,low,"['stress', 'overwhelmed']",TRUE,none,0.3,1
117,58:27.7,0.193318984,0,Relief,-0.5,175,14,7.1,19002,40,physical,2,10,low,"['night_routine', 'stress', 'anxious']",TRUE,none,0.4,1
118,58:27.7,0.222494403,0,Amusement,-0.8,84,256,5.7,11269,282,spiritual,1,1,low,"['low_mood', 'anxious']",TRUE,none,0.5,1
119,58:27.7,0.174006802,0,Optimism,-0.7,96,132,8.6,379,261,physical,1,5,medium,"['stress', 'anxious']",FALSE,none,0.3,1
120,58:27.7,0.498926189,0,Neutral,0,176,291,5.4,1235,189,physical,2,10,medium,['morning_energy'],TRUE,none,0.8,1
121,58:27.7,0.583014764,1,Fear,0.7,261,123,7.2,2077,281,spiritual,4,30,low,"['night_routine', 'high_screen_time']",TRUE,none,0.3,0
122,58:27.7,0.28522536,0,Joy,-0.8,497,256,10,10600,217,physical,2,15,medium,['tired'],TRUE,none,0.5,0
123,58:27.7,0.550482285,1,Remorse,0.9,125,27,8.9,224,300,spiritual,1,5,high,"['low_mood', 'stress', 'anxious']",TRUE,none,0.7,1
124,58:27.7,0.47703702,0,Neutral,0,520,182,7.5,690,245,mental,2,5,medium,"['overwhelmed', 'angry']",TRUE,none,0.5,1
125,58:27.7,0.41411386,0,Neutral,0,277,237,7.7,5280,168,mental,1,2,low,"['stress', 'overwhelmed']",TRUE,none,0.5,1
126,58:27.7,0.164226462,0,Caring,-0.8,161,232,8.9,7831,187,physical,1,1,low,"['tired', 'anxious']",TRUE,none,0.5,1
127,58:27.7,0.624448577,1,Surprise,0.1,554,219,4.2,1534,161,spiritual,1,3,low,"['stress', 'anxious']",TRUE,phone,0.7,1
128,58:27.7,0.341195002,0,Optimism,-0.7,99,253,3.8,2661,71,spiritual,1,1,low,"['stress', 'anxious', 'overwhelmed']",TRUE,phone,0.8,1
129,58:27.7,0.716014891,1,Remorse,0.9,378,18,4.5,2007,155,mental,2,5,low,"['angry', 'stress', 'low_mood', 'anxious']",TRUE,none,0.6,1
130,58:27.7,0.610897103,1,Grief,0.9,471,131,8.2,12496,79,mental,2,15,low,"['focus_mode', 'overwhelmed']",TRUE,none,0.5,1
131,58:27.7,0.219369803,0,Relief,-0.5,285,118,8.4,11571,170,mental,3,30,low,"['high_screen_time', 'night_routine', 'overwhelmed']",TRUE,none,0.4,1
132,58:27.7,0.699719843,1,Annoyance,0.6,415,40,3.2,680,298,spiritual,2,5,low,"['anxious', 'stress']",TRUE,none,0.4,1
133,58:27.7,0.642111799,1,Confusion,0.2,534,131,3.4,1877,30,spiritual,4,15,low,"['low_mood', 'overwhelmed', 'anxious']",TRUE,none,0.1,0
134,58:27.7,0.509381109,1,Neutral,0,445,284,9.9,2027,3,mental,3,5,low,"['low_mood', 'angry', 'stress']",TRUE,none,0.4,0
135,58:27.7,0.579036453,1,Nervousness,0.6,348,80,6.4,5508,251,spiritual,1,1,low,"['stress', 'anxious']",TRUE,none,0.6,1
136,58:27.7,0.565822594,1,Annoyance,0.6,345,184,6.8,17494,115,physical,1,1,low,"['morning_energy', 'night_routine']",TRUE,phone,0.9,1
137,58:27.7,0.478399537,0,Surprise,0.1,359,218,7.3,2189,88,spiritual,3,15,low,"['overwhelmed', 'stress', 'anxious']",TRUE,none,0.3,1
138,58:27.7,0.611688319,1,Disgust,0.8,161,233,9.8,5942,87,spiritual,3,5,high,['low_mood'],FALSE,none,0.4,1
139,58:27.7,0.314203866,0,Excitement,-0.6,173,28,4.1,1059,188,physical,2,10,low,"['night_routine', 'stress', 'tired']",TRUE,none,0.6,1
140,58:27.7,0.280371817,0,Pride,-0.6,276,226,7.4,3066,298,spiritual,2,5,low,"['anxious', 'stress']",TRUE,none,0.4,1
141,58:27.7,0.290496541,0,Optimism,-0.7,92,102,3.5,6398,264,physical,2,5,medium,"['morning_energy', 'tired']",TRUE,none,0.5,0
142,58:27.7,0.615000927,1,Annoyance,0.6,532,62,6.6,3654,186,physical,1,5,medium,"['morning_energy', 'low_mood']",FALSE,none,0.7,1
143,58:27.7,0.275371695,0,Pride,-0.6,265,84,6.1,4518,300,spiritual,1,5,high,"['low_mood', 'stress', 'anxious']",TRUE,none,0.7,1
144,58:27.7,0.28658598,0,Gratitude,-0.8,426,141,4.9,12166,34,mental,3,15,low,['focus_mode'],TRUE,laptop,0.4,0
145,58:27.7,0.583706611,1,Remorse,0.9,152,55,6.1,20000,204,physical,3,20,medium,"['morning_energy', 'stress', 'tired']",FALSE,none,0.5,1
146,58:27.7,0.157340344,0,Joy,-0.8,299,45,7.9,4654,233,physical,1,2,medium,"['tired', 'focus_mode']",TRUE,none,0.9,1
147,58:27.7,0.5263623,1,Grief,0.9,37,141,8.9,10172,43,spiritual,2,30,low,"['night_routine', 'high_screen_time']",TRUE,none,0.5,1
148,58:27.7,0.542425033,1,Fear,0.7,371,139,8.5,12132,266,spiritual,3,20,low,"['stress', 'anxious', 'night_routine']",TRUE,phone,0.3,1
149,58:27.7,0.577932394,1,Embarrassment,0.7,344,176,7.1,20000,190,physical,2,5,medium,"['tired', 'morning_energy']",TRUE,none,0.6,1
150,58:27.7,0.299060411,0,Love,-0.8,590,252,9.3,1753,279,physical,2,15,medium,"['stress', 'high_screen_time', 'focus_mode']",TRUE,none,0.6,1
151,58:27.7,0.668550944,1,Grief,0.9,365,234,7.9,284,288,mental,1,1,low,"['anxious', 'stress']",TRUE,none,0.5,1
152,58:27.7,0.561792726,1,Anger,0.8,285,100,8.9,5602,37,physical,2,1,high,"['tired', 'morning_energy', 'focus_mode']",TRUE,none,0.6,0
153,58:27.7,0.201855105,0,Caring,-0.8,145,131,5.8,9850,268,spiritual,3,3,low,"['low_mood', 'night_routine']",TRUE,none,0.2,1
154,58:27.7,0.659799185,1,Remorse,0.9,418,202,7.9,3234,288,mental,1,1,low,"['anxious', 'stress']",TRUE,none,0.5,0
155,58:27.7,0.336609846,0,Pride,-0.6,114,123,3.5,3731,56,spiritual,1,1,medium,"['stress', 'night_routine', 'anxious']",TRUE,none,0.5,0
156,58:27.7,0.477196675,0,Annoyance,0.6,79,20,9.7,5768,53,physical,3,20,low,"['morning_energy', 'overwhelmed']",TRUE,none,0.3,0
157,58:27.7,0.207239143,0,Gratitude,-0.8,193,196,7.4,2011,99,physical,1,1,medium,"['tired', 'focus_mode', 'high_screen_time']",TRUE,none,0.9,1
158,58:27.7,0.15178714,0,Amusement,-0.8,177,87,9,931,254,spiritual,1,5,medium,"['low_mood', 'stress']",TRUE,laptop,0.4,1
159,58:27.7,0.697251044,1,Disgust,0.8,584,79,6.4,492,85,physical,1,2,medium,"['low_mood', 'anxious', 'morning_energy']",TRUE,none,0.5,1
160,58:27.7,0.715685558,1,Anger,0.8,165,113,3.2,632,109,mental,2,3,low,"['stress', 'anxious']",TRUE,none,0.4,1
161,58:27.7,0.260710082,0,Approval,-0.8,247,224,6.4,2298,198,mental,3,3,low,"['anxious', 'stress']",TRUE,none,0.3,0
162,58:27.7,0.234533598,0,Caring,-0.8,535,127,8.1,3117,61,mental,3,10,low,"['overwhelmed', 'focus_mode']",TRUE,none,0.5,1
163,58:27.7,0.524945788,1,Neutral,0,401,14,3.5,2049,107,mental,1,1,medium,"['focus_mode', 'overwhelmed', 'high_screen_time']",TRUE,phone,0.7,0
164,58:27.7,0.411223301,0,Relief,-0.5,263,163,3.7,860,76,mental,2,5,low,"['stress', 'anxious']",FALSE,none,0.4,0
165,58:27.7,0.404914634,0,Relief,-0.5,144,219,3.4,2217,33,mental,1,5,high,['focus_mode'],TRUE,phone,0.9,1
166,58:27.7,0.77847886,1,Remorse,0.9,218,297,3.8,2245,264,physical,2,5,medium,"['morning_energy', 'tired']",TRUE,none,0.5,0
167,58:27.7,0.294549889,0,Relief,-0.5,446,99,7.3,7070,123,mental,2,10,low,"['anxious', 'stress']",TRUE,none,0.4,0
168,58:27.7,0.147913174,0,Joy,-0.8,226,59,9.1,3986,174,physical,3,5,medium,['morning_energy'],TRUE,none,0.3,0
169,58:27.7,0.555634768,1,Realization,0.1,579,211,6.3,2681,72,spiritual,1,1,medium,"['low_mood', 'morning_energy']",TRUE,phone,0.7,1
170,58:27.7,0.675256466,1,Grief,0.9,553,165,8.7,2939,186,physical,1,5,medium,"['morning_energy', 'low_mood']",FALSE,none,0.7,1
171,58:27.7,0.721993365,1,Anger,0.8,585,104,5.8,1025,113,physical,2,10,low,"['focus_mode', 'tired']",TRUE,none,0.5,0
172,58:27.7,0.53611488,1,Sadness,0.9,43,88,9,3892,247,physical,1,1,low,['stress'],TRUE,none,0.5,1
173,58:27.7,0.403054705,0,Optimism,-0.7,593,192,4.1,6891,71,spiritual,1,1,low,"['stress', 'anxious', 'overwhelmed']",TRUE,phone,0.8,1
174,58:27.7,0.228171429,0,Caring,-0.8,274,177,7,3509,190,physical,2,5,medium,"['tired', 'morning_energy']",TRUE,none,0.6,1
175,58:27.7,0.692660484,1,Sadness,0.9,331,195,6.6,1401,61,mental,3,10,low,"['overwhelmed', 'focus_mode']",TRUE,none,0.5,0
176,58:27.7,0.771330287,1,Disgust,0.8,493,182,3.7,6507,164,spiritual,1,1,high,"['low_mood', 'stress', 'anxious']",TRUE,none,0.7,1
177,58:27.7,0.379149556,0,Pride,-0.6,462,147,4.7,5141,139,mental,2,10,medium,"['focus_mode', 'overwhelmed']",TRUE,laptop,0.7,1
178,58:27.7,0.296966728,0,Love,-0.8,491,219,6.4,6621,106,mental,1,1,low,"['stress', 'anxious', 'angry', 'overwhelmed']",TRUE,none,0.85,1
179,58:27.7,0.563601359,1,Nervousness,0.6,313,229,8.4,3476,56,spiritual,1,1,medium,"['stress', 'night_routine', 'anxious']",TRUE,none,0.5,1
180,58:27.7,0.318862088,0,Pride,-0.6,563,199,9.3,5179,278,physical,4,45,medium,"['stress', 'morning_energy']",FALSE,none,0.2,0
181,58:27.7,0.250175761,0,Joy,-0.8,397,293,8.1,3041,129,physical,4,1,low,['morning_energy'],TRUE,none,0.3,1
182,58:27.7,0.252074357,0,Admiration,-0.8,186,123,5.1,4220,128,physical,2,1,high,['tired'],TRUE,none,0.6,0
183,58:27.7,0.56830629,1,Surprise,0.1,492,29,3.7,2106,108,mental,2,5,medium,"['focus_mode', 'tired']",TRUE,phone,0.6,1
184,58:27.7,0.548312741,1,Nervousness,0.6,190,97,6.7,3035,182,mental,2,10,medium,"['overwhelmed', 'focus_mode']",TRUE,laptop,0.4,1
185,58:27.7,0.720280995,1,Remorse,0.9,203,271,5.4,2700,3,mental,3,5,low,"['low_mood', 'angry', 'stress']",TRUE,none,0.4,1
186,58:27.7,0.289999469,0,Excitement,-0.6,528,39,6.9,5567,248,physical,3,10,medium,"['morning_energy', 'tired']",TRUE,none,0.4,0
187,58:27.7,0.655336075,1,Annoyance,0.6,579,63,5.8,2271,47,mental,1,1,low,"['stress', 'focus_mode']",TRUE,none,0.6,1
188,58:27.7,0.279476396,0,Amusement,-0.8,365,184,5.7,7160,11,spiritual,2,5,low,"['low_mood', 'anxious', 'night_routine']",TRUE,none,0.6,0
189,58:27.7,0.244462609,0,Excitement,-0.6,55,259,9.4,1010,292,physical,1,1,low,['stress'],TRUE,none,0.4,1
190,58:27.7,0.651000883,1,Remorse,0.9,533,19,7.7,401,221,spiritual,2,10,low,"['stress', 'anxious', 'night_routine']",TRUE,phone,0.4,0
191,58:27.7,0.255335154,0,Joy,-0.8,328,284,7.7,1003,145,physical,1,3,low,"['night_routine', 'morning_energy', 'overwhelmed']",TRUE,none,0.7,1
